genres,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity
barbershop,143557.0833,0.845527778,0.511805556,0.19695,2.40E-07,0.309836111,-13.73858333,0.136386111,122.2725833,0.526944444,1,7,34.5
bard,203314.3333,0.5513,0.499333333,0.326666667,0.003216667,0.119366667,-12.869,0.108933333,127.443,0.387666667,1,3,31
barnmusik,347113.5,0.8365,0.55,0.222,0.33000296,0.5515,-15.618,0.04715,85.7695,0.491,1,10,29.5
baroque,202500.5001,0.933208302,0.39828074,0.189182517,0.54881779,0.152596461,-19.39663634,0.051316374,97.1570015,0.388748625,0,7,13.83846127
baroque ensemble,260765.9767,0.890190457,0.328867561,0.208826815,0.348145337,0.134262006,-19.95465417,0.04318592,106.1429002,0.298408241,1,9,43.06792472
baroque pop,229482.605,0.374126586,0.517565505,0.58657689,0.138566968,0.195724135,-9.113321287,0.045399051,120.4269769,0.513475408,1,9,43.20159506
baroque singing,183333,0.935,0.193,0.095,0.277,0.109,-23.482,0.0468,107.44,0.0419,1,4,50
baroque violin,283462.7556,0.902338889,0.391044444,0.233498667,0.41129096,0.191031111,-19.97987222,0.039985,103.0124389,0.4623,1,4,35.99444444
bass house,235233.3225,0.119748096,0.756798246,0.714050361,0.174798347,0.153083953,-6.10098968,0.074228896,122.1023638,0.471571981,1,7,55.42982456
bass music,249628.9286,0.479964286,0.602785714,0.599857143,0.473725571,0.13685,-9.921857143,0.147678571,132.3187857,0.388978571,1,6,50.92857143
bass trap,235355.0092,0.113380164,0.608546836,0.763139286,0.126841803,0.212258098,-5.787679073,0.094040398,124.7748206,0.372203383,1,8,58.17443609
basshall,177849.5667,0.136117667,0.7652,0.749466667,8.00E-06,0.249706667,-4.772033333,0.097973333,108.1472,0.630466667,0,7,71.16666667
bassline,217728.875,0.23633875,0.618575,0.7402875,0.101365963,0.14157,-5.6540875,0.11583875,132.0537125,0.53345,0,7,57.375
bath indie,244589.5714,0.101780571,0.607571429,0.713714286,0.202656571,0.1582,-5.179428571,0.047871429,126.7712857,0.494857143,1,2,57
baton rouge indie,193093,0.23,0.681,0.655,0,0.289,-9.017,0.0472,116.555,0.701,1,7,37
baton rouge rap,231226.7146,0.127730842,0.761995682,0.673053135,0.005218662,0.159045032,-6.212103785,0.193147026,124.7561712,0.534798016,1,1,50.06347129
battle rap,261996.5913,0.064943836,0.696560216,0.750184941,0.000368748,0.278711878,-5.595858569,0.253637095,102.6721698,0.549332912,1,6,49.4755044
bay area hip hop,304698.6667,0.0932,0.819666667,0.752,0,0.096533333,-6.443333333,0.301333333,97.63033333,0.591333333,0,11,42.66666667
bay area indie,206216.5729,0.276300177,0.492625,0.642916667,0.12811697,0.166340625,-8.408302083,0.066264583,116.0085208,0.473510417,1,7,50.53125
bboy,253323.8893,0.178575776,0.725177536,0.660062047,0.319820485,0.173890263,-8.638724411,0.108709805,120.7727231,0.698299139,1,11,42.48460145
bc underground hip hop,171812.3,0.1435,0.7585,0.5983,1.57E-05,0.20244,-7.3456,0.28756,127.5625,0.6684,1,8,60.8
beach music,210105.783,0.562276032,0.664024114,0.516847278,0.00019882,0.1589289,-10.93475886,0.068952978,111.6813548,0.682703142,1,6,33.16203873
beat italiano,250730.3333,0.314177778,0.475333333,0.648555556,0.000112057,0.175666667,-7.923,0.033333333,106.8078889,0.584,1,2,41
beat poetry,251920.05,0.9564,0.63625,0.139155,0.000302966,0.166845,-20.8793,0.38255,103.10985,0.44998,1,5,14.4
beatboxing,233380,0.3494,0.7545,0.7525,0,0.5435,-9.8235,0.423,93.701,0.575,1,7,42
beatlesque,228196.2362,0.293207375,0.493178634,0.648410292,0.037624014,0.254878476,-8.597278182,0.053047055,125.4655947,0.58007337,1,9,39.41528673
bebop,334535.6415,0.761837782,0.514711071,0.318213508,0.386764265,0.193468749,-14.98110117,0.058874223,112.5138385,0.495035352,1,5,19.83278014
bedroom pop,200621.0144,0.448431819,0.615979945,0.459873963,0.08196388,0.15954398,-10.0772468,0.061256607,106.8267891,0.4661969,1,0,63.82580198
bedroom soul,198804.5521,0.422892167,0.662683068,0.455496667,0.014696218,0.161694219,-8.338477566,0.08452747,110.4651462,0.511532566,1,5,57.89599432
belarusian indie,227411,0.35585,0.598,0.8475,0.557,0.262,-7.988,0.0504,152.4455,0.7255,1,1,64
belarusian pop,292027,0.0285,0.33,0.913,0.00548,0.346,-2.21,0.045,175.913,0.294,0,7,45
belarusian rock,292027,0.0285,0.33,0.913,0.00548,0.346,-2.21,0.045,175.913,0.294,0,7,45
belgian contemporary classical,222412,0.9215,0.562,0.4755,0.906,0.086,-12.3655,0.03225,119.75,0.2215,1,5,46
belgian dance,264040.25,0.064941717,0.733766667,0.838566667,0.09831786,0.282755,-4.960733333,0.10599,117.6206,0.611296667,0,8,55.21666667
belgian edm,242857.287,0.060060398,0.73412963,0.777833333,0.143962485,0.220041667,-5.344407407,0.126009259,124.1566296,0.533831481,0,11,57.89814815
belgian indie,293639,0.4625,0.618,0.6615,0.4555,0.1047,-8.269,0.0388,133.421,0.4655,1,10,48
belgian indie rock,323853,0.177,0.604,0.952,0.881,0.0874,-3.423,0.0373,112.844,0.505,0,10,40
belgian jazz,212091.3571,0.493785714,0.473071429,0.186,0.623724286,0.19585,-19.66428571,0.067492857,90.39885714,0.269257143,1,5,29.78571429
belgian new wave,235380,0.025804395,0.572,0.8015,0.4795,0.3215,-9.683,0.03405,129.743,0.189,1,5,31
belgian pop,187938.0462,0.359084,0.480907692,0.528569231,0.352377602,0.151403077,-12.47467692,0.072675385,101.8610769,0.314289231,0,1,57.09230769
belgian rock,207966,0.37456,0.5135,0.469,0.4355,0.163,-10.83,0.0361,115.011,0.27,1,2,52.5
belgian singer-songwriter,214706.7,0.6685,0.4576,0.4529,6.71E-05,0.3333,-9.754,0.12982,106.2169,0.4745,0,1,40.9
belly dance,470333.6334,0.45784442,0.608780022,0.58688767,0.229468809,0.206825373,-10.06797515,0.062738095,128.9608614,0.628989434,1,8,34.70634921
bengali folk,190698.5185,0.913097222,0.456828704,0.292972222,0.169672037,0.262131481,-12.79143981,0.060966204,119.2661574,0.471703704,1,7,0.25
beninese pop,308737.6667,0.245733333,0.580666667,0.710333333,0.160024767,0.355666667,-11.07833333,0.058533333,87.982,0.798333333,1,6,46.66666667
bergen indie,207385.9815,0.316857407,0.653277778,0.604703704,0.063254686,0.126583333,-8.670518519,0.047777778,125.4031296,0.680555556,1,6,59.07407407
berlin school,454699.9781,0.67989054,0.414739683,0.375153095,0.887251746,0.152309206,-16.92574556,0.045972349,129.4729721,0.26190827,1,2,31.05238095
bhangra,240822.3853,0.311681429,0.72732684,0.789898268,0.121924952,0.145236364,-5.350634199,0.090571429,119.5778355,0.688512554,0,1,47.80952381
big band,227356.4536,0.82307181,0.540919536,0.324681294,0.314411948,0.221618085,-13.04704702,0.07216325,114.9858999,0.563528436,1,5,14.56496629
big beat,303187.1394,0.115543784,0.608075079,0.720224126,0.379371261,0.229622312,-9.055753839,0.074235006,120.4866516,0.496470205,1,9,45.90163352
big room,231926.578,0.069153395,0.61856817,0.796148141,0.104854108,0.2058428,-5.045017588,0.070948923,127.4909507,0.428215513,0,5,57.89563412
binaural,497766.25,0.892833333,0.223166667,0.143713583,0.838083333,0.133916667,-33.6325,0.061016667,82.58441667,0.083858333,0,9,56.83333333
birmingham grime,186271.75,0.2328,0.756,0.6675,0.0204,0.15165,-6.28075,0.138125,104.0185,0.49075,1,7,70.75
birmingham hip hop,253467,0.22,0.702,0.848,0,0.0222,-1.714,0.3,172.125,0.883,1,6,60
birmingham metal,270967.1393,0.048483782,0.379456583,0.783026108,0.361831817,0.226406144,-10.4099907,0.067624241,127.7769599,0.352248138,1,1,37.14564084
bitpop,296390.4333,0.0819668,0.4471,0.858833333,0.14307782,0.184066667,-6.239266667,0.060166667,147.1717667,0.3132,0,11,50
black 'n' roll,395720,0.008001925,0.204,0.9995,0.22752,0.2795,-5.1275,0.1375,142.225,0.02785,1,11,41
black comedy,193379.0157,0.806386385,0.576133606,0.64138658,9.84E-05,0.609510739,-11.29301448,0.760364865,110.1714607,0.533469645,1,1,18.66998324
black metal,282431.024,0.001218772,0.238539394,0.913507792,0.547853598,0.217910303,-7.1894829,0.092803961,133.097687,0.220635411,1,11,39.21558442
black thrash,262950.6333,0.000369517,0.217316667,0.87435,0.707326667,0.222660833,-9.743191667,0.055415,143.7005333,0.32618,1,11,34.59166667
blackened crust,395720,0.008001925,0.204,0.9995,0.22752,0.2795,-5.1275,0.1375,142.225,0.02785,1,11,41
blackgaze,399065.3333,0.5104,0.324666667,0.389,0.63262,0.246333333,-13.312,0.0339,90.78866667,0.1953,0,8,48.66666667
bleep techno,286602.3333,0.116118942,0.492190821,0.74471256,0.494736551,0.219586957,-7.800862319,0.08265314,137.9388575,0.539401932,0,11,44.54830918
bluegrass,210261.425,0.600306215,0.552015578,0.478570502,0.137312312,0.21556373,-11.58173339,0.052454767,126.5085748,0.696362729,1,7,32.88417669
bluegrass gospel,185688.4931,0.555026024,0.600209091,0.438546424,0.09692562,0.255084589,-11.48487295,0.040756069,126.7732451,0.707224906,1,9,31.0738818
blues,229699.0223,0.586248603,0.586407869,0.44829058,0.103852947,0.196989621,-11.78927416,0.068263745,117.9974062,0.645883807,1,9,28.29762133
blues latinoamericano,273261,0.0057,0.316,0.937,0.00294,0.131,-8.318,0.0842,149.546,0.471,0,10,49
blues rock,271252.3084,0.274953748,0.518405176,0.618442414,0.100541293,0.239583553,-9.997679761,0.060896339,122.9603703,0.593205958,1,9,36.4200049
bmore,233208.6728,0.038216476,0.671258859,0.741430287,0.058246719,0.202620137,-7.349449592,0.087355744,134.7296118,0.481529215,0,10,49.53830974
bohemian baroque,295667,0.972,0.313,0.0123,0.094,0.159,-28.118,0.035,70.7,0.169,1,9,34
bolero,201921.6038,0.655060862,0.544492643,0.417343409,0.029634186,0.206468984,-10.76746983,0.049646277,115.6309261,0.587750506,1,5,34.5591579
bolero cubano,180921.2763,0.754257088,0.577162907,0.42071907,0.024859258,0.167265466,-11.44047651,0.063087806,115.5721577,0.707977945,1,5,23.03547505
boogaloo,277612.4609,0.604632746,0.60139765,0.596065807,0.067075689,0.225879798,-9.153662586,0.055965235,120.6862946,0.801074301,1,7,31.40277889
boogie,336699.56,0.1946155,0.69871,0.66979,0.040410665,0.149355,-10.59179,0.062362,115.11619,0.7584,0,7,36.53
boogie-woogie,277937.2402,0.841518709,0.621576164,0.347884905,0.295843022,0.16853694,-13.06404504,0.108775414,115.2477877,0.6474473,1,7,21.79360394
boom bap,250919.9386,0.260568189,0.6198725,0.717638611,0.004707939,0.266467694,-7.217716389,0.271962139,108.7200422,0.579565833,0,1,47.74444444
bossa nova,201988.9919,0.619122346,0.571458919,0.446498904,0.125009253,0.16809458,-12.6576422,0.057700992,115.3908307,0.626152338,1,5,34.6310399
bossa nova jazz,220237.3333,0.633242424,0.607666667,0.500666667,0.24050303,0.188415152,-12.73660606,0.034339394,105.666697,0.767030303,0,9,22.18181818
boston hardcore,160890.4762,0.048315559,0.520238095,0.751761905,0.046615139,0.222414286,-6.81752381,0.095747619,112.4063333,0.46,1,9,36.80952381
boston hip hop,250264.0268,0.127634449,0.726196377,0.712193478,0.001162921,0.156141667,-6.479886232,0.213909638,109.5181239,0.562957246,1,11,51.94782609
boston indie,264792.7586,0.372433575,0.649947126,0.585211954,0.083150428,0.148691724,-7.364242529,0.056173103,104.5844678,0.586721149,1,9,56.95517241
boston metal,248597.6267,6.19E-05,0.351253333,0.943733333,0.034632253,0.152096,-4.294933333,0.079604,162.5395867,0.438013333,0,7,46.86666667
boston punk,173632.3068,0.026329628,0.43216621,0.862655741,0.078217716,0.237881037,-7.49754214,0.11949291,110.0548208,0.488676845,1,9,36.05050167
boston rock,202959.8922,0.142980419,0.508166788,0.690860142,0.139776501,0.208738274,-9.459245835,0.076128934,127.169448,0.581555243,1,11,38.44473486
bounce,243592.466,0.141986014,0.796931579,0.763044258,0.002808371,0.177727273,-6.269403828,0.188666411,122.561528,0.561530622,0,7,43.63492823
bouncy house,239083.5,0.082115,0.532,0.808,0.015035633,0.200333333,-6.811166667,0.211666667,166.5088333,0.604166667,1,7,52.33333333
bouzouki,200421.1451,0.856015385,0.509617308,0.548680128,0.504565343,0.161723697,-10.83127799,0.040262094,124.2477263,0.71146688,1,7,10.33760684
bow pop,244191.6621,0.559315921,0.42293566,0.419917877,0.416011393,0.178617793,-13.70368612,0.052497875,119.7989979,0.359803267,1,2,42.33914109
boy band,252996.5684,0.201574969,0.631284573,0.650230824,0.038268922,0.167982022,-7.458310333,0.06356066,116.5791567,0.569949942,1,0,50.00507748
boy pop,206193.5,0.0772,0.588,0.812,6.95E-06,0.174,-5.647,0.0562,121.515,0.5805,1,3,50
boy soprano,289886.5,0.958,0.169,0.0215,0.4845,0.09885,-30.312,0.04335,85.3295,0.03935,1,8,19.5
brain waves,609248.25,0.759333333,0.238666667,0.268213583,0.461111183,0.156416667,-22.4495,0.053416667,134.3899167,0.112058333,0,11,46.83333333
braindance,332770.3824,0.557027324,0.518823529,0.482578882,0.839708824,0.135026471,-16.75282353,0.068538235,120.4654118,0.313238235,0,10,45.35294118
brass band,251527.425,0.529582143,0.528052381,0.515657143,0.403410738,0.191457857,-10.65608095,0.071992381,120.7231417,0.549494048,1,5,32.94166667
brass ensemble,194636.1884,0.984471014,0.38413587,0.173048007,0.828818764,0.149236232,-17.18132065,0.057441848,111.2567101,0.332087138,1,5,7.797101449
brass quintet,308634.3333,0.989333333,0.236733333,0.043446667,0.878066667,0.114573333,-22.88206667,0.040586667,126.5902,0.155533333,1,10,15.6
brazilian boogie,236342.4702,0.39518627,0.654027778,0.651016667,0.320254458,0.198999008,-10.03383929,0.057888571,103.0747052,0.827408333,1,9,38.63492063
brazilian composition,186534.0681,0.755692113,0.512264038,0.394588323,0.296233531,0.199222356,-13.8890751,0.066203829,111.9025399,0.568039256,1,0,15.69920635
brazilian edm,188708.8,0.33416,0.8212,0.6138,0.004222,0.17546,-5.9162,0.04342,122.4134,0.3788,1,11,71.8
brazilian hip hop,227715.6667,0.1609,0.642,0.840333333,6.07E-06,0.264166667,-6.194833333,0.15485,91.02683333,0.847666667,1,9,55.66666667
brazilian indie,198061.2417,0.53648,0.599141667,0.45939,0.014813148,0.196953333,-10.55510556,0.061493333,120.6175861,0.514594444,1,11,41.22777778
brazilian jazz,212458.3617,0.673766441,0.508177186,0.45846526,0.247000788,0.16893413,-13.29163979,0.061539344,114.0980073,0.558200152,1,5,28.69281813
brazilian metal,259139.2593,0.00572504,0.384777778,0.93937037,0.095639481,0.175140741,-6.149555556,0.120740741,113.2995926,0.212255556,1,11,42.51851852
brazilian modern jazz,297053.3333,0.878,0.464333333,0.229333333,0.135993333,0.173666667,-16.519,0.031166667,104.4816667,0.2444,1,5,43.33333333
brazilian percussion,164865.5,0.92675,0.6575,0.7235,1.72E-05,0.418,-8.04125,0.068675,91.66575,0.892,1,4,5.25
brazilian psychedelic,197262.7873,0.519975182,0.487039091,0.571621636,0.263134324,0.256795182,-9.414675758,0.052296727,101.5645561,0.571592424,1,10,36.58151515
brazilian punk,254854.7214,0.237533497,0.584323214,0.732307143,0.010051898,0.349486071,-9.895032143,0.299456429,109.7057518,0.601660714,1,7,44.08571429
brazilian punk rock,266677.625,0.4945375,0.52509375,0.792375,0.004078702,0.32359375,-8.4409375,0.4808625,111.7258438,0.4909375,1,7,32
brazilian reggae,294261.8,0.28553,0.6585375,0.67125,0.001658908,0.2399375,-8.865475,0.255015,106.1259375,0.633125,1,7,41.95
brazilian rock,230000.1321,0.335934696,0.558968145,0.697956588,0.035044562,0.208562428,-8.477090726,0.123068818,119.1412554,0.655916322,1,9,48.18189935
brazilian ska,172176,0.5,0.32,0.991,4.38E-06,0.226,-7.047,0.22,167.532,0.545,0,9,16
brazilian soul,199298.0065,0.457778571,0.668227273,0.618136364,0.077359015,0.191562338,-9.345753247,0.051138312,105.453474,0.783363636,0,7,40.1038961
brazilian thrash metal,259139.2593,0.00572504,0.384777778,0.93937037,0.095639481,0.175140741,-6.149555556,0.120740741,113.2995926,0.212255556,1,11,42.51851852
breakbeat,293839.4212,0.041725392,0.574576959,0.844210355,0.280863175,0.184229911,-7.776373975,0.098607834,129.6257261,0.44996452,1,10,45.46148895
breakcore,129547,0.000466,0.853,0.989,0.386,0.0919,-5.72,0.0965,133.287,0.791,0,11,48
brega,208554.1472,0.406111173,0.547764198,0.483325309,0.017519819,0.181331543,-10.01033272,0.041202778,109.9478318,0.563259568,1,0,35.69876543
breton folk,351880,0.931,0.123,0.136,0.00355,0.13,-13.977,0.0412,72.363,0.037,0,10,52
brighton indie,202838.14,0.04824724,0.51564,0.85258,0.179704776,0.218394,-5.23036,0.078084,134.4355,0.479648,1,7,49.76
brill building pop,171331.2666,0.545954364,0.531036905,0.503181806,0.034876666,0.214144723,-10.42376771,0.049918867,118.2128981,0.64280725,1,7,32.38380508
brisbane indie,229646,0.123,0.6075,0.5885,9.70E-06,0.1062,-7.8635,0.03245,142.9715,0.345,1,0,61.5
bristol electronic,280811,0.052,0.342,0.277,0.188,0.0897,-12.568,0.0403,139.951,0.102,0,5,49
bristol indie,224133,1.14E-05,0.43,0.661,0.839,0.376,-13.156,0.0276,155.683,0.83,1,11,44
brit funk,325045.4565,0.18191458,0.708040495,0.580741813,0.088976718,0.143123225,-12.34980022,0.051508027,110.5992104,0.747402912,1,9,39.91978022
british alternative rock,280636.5,0.143904586,0.552733333,0.666533333,0.233437051,0.343,-6.577166667,0.041793333,119.8198667,0.4998,1,10,45.9
british black metal,378683.75,0.0013353,0.40275,0.94975,0.199202315,0.111675,-3.78975,0.122325,129.14825,0.15345,0,2,48
british blues,254698.8851,0.307669636,0.505982803,0.570643754,0.132948548,0.250109219,-10.86886792,0.056852594,121.3884506,0.570673175,1,2,34.19551828
british brass band,49333,0.461,0.645,0.886,0,0.435,-5.002,0.0436,98.332,0.889,1,10,42
british children's music,30946,0.0988,0.906,0.596,5.90E-05,0.0561,-10.254,0.0463,98.98,0.811,1,8,52
british choir,294480.0099,0.897293161,0.23234759,0.177448391,0.434198279,0.150107398,-21.17121253,0.041630885,97.75502636,0.147020747,1,2,31.05061983
british comedy,545241.25,0.507608929,0.673125,0.502892857,0.001575267,0.322789286,-13.98408929,0.280328571,107.2425,0.707125,1,6,33.39285714
british contemporary classical,353676.95,0.873925,0.27767,0.1212875,0.61707,0.10418,-22.828675,0.040815,110.589,0.141475,1,2,29.125
british dance band,205680.6013,0.94819743,0.482036465,0.217478938,0.118978808,0.306595499,-15.27545444,0.05508667,115.5134939,0.479165824,1,5,3.198870574
british experimental,216814.08,0.19366636,0.40672,0.610808,0.53480068,0.17386,-11.62408,0.077268,129.43516,0.51502,1,0,28.4
british folk,247464.1854,0.635126419,0.502196581,0.337503074,0.089962893,0.137258686,-13.18583268,0.043262307,122.4607287,0.473634124,1,7,34.77710103
british indie rock,202686.3862,0.251265746,0.491589065,0.735014109,0.021607183,0.220297354,-5.913216931,0.059281305,119.7552734,0.449164021,1,7,48.54673721
british industrial,262156.2889,0.247850092,0.521641667,0.612895556,0.459092019,0.172819444,-12.86195556,0.070734444,123.7248417,0.459226389,1,0,29.76388889
british invasion,184855.7145,0.379602241,0.524411568,0.586814941,0.075003352,0.202178316,-9.615949137,0.055704585,119.008632,0.639106043,1,9,35.1612564
british jazz,354225.7753,0.548911732,0.426714646,0.522708586,0.510003091,0.147552525,-12.0442096,0.092291414,121.9986843,0.449088384,1,2,32.48989899
british modern classical,243109.3218,0.92663825,0.279717809,0.147004919,0.440989355,0.162704029,-22.09268774,0.051836446,103.7444704,0.219096031,1,2,10.58169219
british post-rock,245820.6667,0.073493333,0.431111111,0.407,0.599444444,0.159111111,-12.18433333,0.031055556,113.0164444,0.056844444,1,7,47.88888889
british singer-songwriter,243161.8727,0.574256685,0.534882766,0.427384467,0.076688978,0.136290465,-10.00248798,0.04438542,117.9622286,0.300778401,1,2,51.64387755
